Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"Tony Gwynn's range is better toward the right field 
line, not nearly as good on balls hit in the gaps.",80.96000000000001,0.0028354912863577126,38,-0.10624439129756852,0.0019950376099557745,0.7438634742142809
"The Yankees will 
be able to run on the arm of Vaughn in left field.",62.56,0.0033898840888802826,28,-0.09462640307724535,0.0020080394159638516,0.7202410483802757
"Baserunning Veras 
can steal bases (24) this year, and Finley can in a tight spot, as 
well.",45.080000000000005,0.001346791015779702,44,-0.021490770695071958,0.001946606517322523,0.7414230880181266
"In general, however, the Padres are a slow, plodding team, though 
Caminiti and Vaughn are good at going first-to-third, and Gwynn won't 
make mistakes on the bases.",82.8,0.0023258683208223574,77,-0.05618417266342445,0.0021231813794820803,0.4109397698177151
"PITCHING TO THE PADRES Quilvio Veras: 
A switch-hitter who has more power right-handed; should try to pitch 
him down-and-in with breaking balls when he's hitting right-handed, 
jam him with fastballs when he's batting left-handed.",55.2,0.0027568866071163876,122,-0.1265967998630796,0.002049516757745016,0.7735753239135902
"Steve Finley: 
",0.0,0.0007488086229363422,11,-0.01342031905984579,0.00125767857269196,0.6192502105980237
A left-handed hitter who likes to pull the ball.,58.88,0.0024990765210382944,30,-0.11402816103884147,0.0020839701116488973,0.7218347690573753
"Left-handers like 
David Wells can beat him with breaking balls low and outside.",15.64,0.002185144053796296,38,-0.08287815610194801,0.002038464863550419,0.7394073427629387
"Tony 
Gwynn:",0.0,0.0010837001233014395,9,-0.030283676191573194,0.0012123382615028305,0.6137089625681079
"When he's hot, he's impossible.",3.68,0.0008320179615409319,13,-0.0031617700717766315,0.0016596297690845549,0.6171539494493173
"When he's not hitting well, 
he can be anxious early in the count, and he should be fed breaking 
balls out of the strike zone.",58.88,0.002068518112167043,43,-0.132512979227549,0.00203048858054537,0.7456746383899538
"Greg Vaughn: Big-time power on anything 
high and over the plate.",30.360000000000003,0.00322711900602902,32,-0.06609726118366728,0.0021152405522838124,0.7280902133237616
"Because he likes to pull the ball, you must 
pitch him on the outer edge, occasionally jamming him to keep him 
honest.",91.08,0.0013833213583738816,47,-0.08257291377041139,0.0019724857031023606,0.7459253506267836
"Ken Caminiti: More power right-handed, a better hitter left-handed. 
",24.84,0.0014814016613754926,45,-0.06490624459314219,0.001974233350980899,0.7383451438618542
"These days, he's a good lowball hitter and can be beat by fastballs 
up in the zone.",55.2,0.0032242754244567596,36,-0.08573147011006495,0.001971162245224557,0.7277434846537454
Wally Joyner:,0.0,0.0007997248331924491,11,-0.008398891019239803,0.0006921174541414068,0.6215912272057543
"With runners on base, he'll try to jump 
on a fastball early in the count.",61.64,0.00220972623034089,36,-0.0590831618934728,0.0019337963195964914,0.4175571528560605
"Is not a strong hitter and can be 
jammed.",22.080000000000002,0.0012877762633369527,15,-0.038244089924796755,0.001789996147540187,0.6556770282922365
"Chris Gomez: Like Derek Jeter, likes to hit pitches inside 
out, to right field and through the middle.",70.84,0.0024304083436610378,49,-0.09746892814267638,0.0020249822962424154,0.7468546197227317
"He can hit with power 
if you make a mistake with a breaking ball.",97.52000000000001,0.0027648177282222543,28,-0.12414612301706382,0.0020613740389452693,0.7212016979549003
"Ruben Rivera: An impatient 
hitter who will chase pitches out of the strike zone.",55.2,0.0015116429087792783,46,-0.09819686222614478,0.00184501772486058,0.7399536746076437
"Carlos Hernandez: 
Looks for the first-pitch fastball in the upper half of the strike 
zone.",62.56,0.0017984872182915078,53,-0.0936518295879978,0.0020208374777592937,0.7390881077171393
Can struggle against breaking balls.,4.6000000000000005,0.002018865200142022,17,-0.09244426751549772,0.0019079203003935037,0.6647825624724305
Jim Leyritz:,0.0,0.0007456611810666936,10,-0.012344642252809889,0.0012213653920826611,0.6145753092830477
"No apparent 
holes right now, can hit fastballs in and away.",32.2,0.001476049021442127,23,-0.057522735149216166,0.0017276975481317922,0.3818982960692895
"Best bet is to get 
ahead in the count and try to get him to chase breaking balls.",37.72,0.0014086392029171774,30,-0.07938554048553029,0.0019676097053202687,0.4426256339761948
"PITCHING 
TO THE YANKEES Chuck Knoblauch: Hard throwers like to jam him with 
fastballs because he stands on top of the plate, which is why he gets 
hit so often.",58.88,0.0029175093011367965,63,-0.10348144279729654,0.001905890422290498,0.7538740522591036
Derek Jeter:,0.0,0.0010614994339498542,10,-0.03949074031415299,0.0012044665520703263,0.6143253361392056
"Sometimes he has a tendency to chase pitches 
at his feet, but if you don't get the ball in far enough, he can hammer 
the ball over the wall in right.",107.64,0.002230362210427094,40,-0.11657691352440983,0.0018668234870322675,0.7403360034862001
"Paul O'Neill: The Yankees' best pure 
hitter, he sometimes will chase fastballs up and away, particularly 
after there is one strike.",44.160000000000004,0.00219660059874465,46,-0.09193802347986528,0.001839159696724104,0.4156389278588164
Bernie Williams:,0.0,0.0018637720101238806,14,-0.05620008946626767,0.0013960613166613652,0.6089521077106064
"A switch-hitter who has 
trouble resisting chest-high fastballs.",1.84,0.001589969672537152,44,-0.044979824536951964,0.0019556706407003015,0.5526935662335489
"When he lays off them, he 
is a much better hitter, and he did this in the last game of the Cleveland 
series.",162.84,0.0027836250113969143,28,0.012252996417479001,0.0019815715252771084,0.7033805829325228
"Chili Davis: Has a great eye and will work a pitcher deep 
into a count, but he can be overpowered with fastballs above his belt. 
",48.760000000000005,0.001802869828185591,59,-0.03289292797468147,0.0020161988738110937,0.7339853790021862
"Cheats some now to get his bat started, making him vulnerable to off-speed 
pitches.",29.44,0.0015831158810230483,41,-0.05398684698859827,0.0020567542977852024,0.5368397432794553
Tino Martinez: Nothing seems right at the moment.,17.48,0.0016801839146682678,18,-0.024724212374270492,0.0015323572872707884,0.6594677182210633
"Is anxious 
and chases pitches out of the strike zone when he falls behind in 
the count, and isn't taking advantage of mistakes when they're made. 
",54.28,0.002203567675230067,60,-0.10554268318019049,0.0020647800055341864,0.7501682758523057
"Scott Brosius: A great breaking ball hitter, but he can also drive 
a fastball a long way when he anticipates, as Cleveland's Charles 
Nagy now knows.",94.76,0.0021036429639529363,79,-0.08449636424295437,0.001993817590603866,0.7534032077386019
Jorge Posada:,0.0,0.0006746014573018381,11,-0.02147764941982597,0.0009069178982308886,0.6218069211147866
"When batting left-handed, he fares very 
poorly against splitters, curveballs and sliders.",7.36,0.001585665504792924,52,-0.02206314646604648,0.0017746909114033365,0.7378561760008754
"Ricky Ledee: Like 
all young hitters, he has a tendency to expand the strike zone and 
chase pitches out of the strike zone after falling behind in the count. 
",90.16000000000001,0.0014770332505211808,74,-0.11405493909921749,0.0020474494965659336,0.7634197525653499
Kevin Brown likely will attack him aggressively.,2.7600000000000002,0.0011456335843894126,28,-0.01614326593176809,0.001778706529769906,0.6865702368984385
"SATURDAY'S PITCHERS 
Kevin Brown:",0.0,0.001505848341427183,26,-0.0183947337126243,0.0016840742776229474,0.6784915013182521
"Best sinking fastball in the game (91-93) mph, a four-seam 
fastball of 95-97 mph to throw high in the strike zone, a slider that 
breaks down and away from right-handed batters, and a forkball that 
dives at 88-89 mph.",182.16,0.0017223429758388181,117,-0.0720498228310738,0.001858430980764286,0.7786998827362535
Holds runners well.,3.68,0.0010749743627194417,10,-0.010770021593410952,0.0017472477191824492,0.6213327906750739
"David Wells: Aggressive, aggressive, 
aggressive, challenging hitters with fastballs.",7.36,0.0011641710857749987,63,-0.03297225945396888,0.001854006712119382,0.47256880096622783
"His curveball can 
be exceptional, and his changeup has improved.",6.44,0.0008718960516689283,35,-0.002311167839739448,0.0012546365820097925,0.6917126228680274
"Throw strikes: Allowed 
as many home runs (29) as walks (29), but has not allowed a three-run 
homer or a grand slam all year. 
 
",63.480000000000004,0.0017964573627181771,63,-0.07723054371235007,0.002063597589610013,0.7622417817616092
"The last time they were seen on the field at Yankee Stadium, they 
were inadvertently influencing the outcome of the game that sent the 
Cleveland Indians home and the Yankees to the World Series.",132.48000000000002,0.003895687042485925,93,0.005213731090360891,0.0021063448053478687,0.760244248071204
"That's 
not to say the umpires will mess up in the World Series, but they 
have shown they are eminently capable of interfering with the natural 
progression of postseason games.",27.6,0.0015643898867508358,82,0.05355724907724611,0.0019984027239152635,0.7533259461966965
"All right, so Ted Hendry won't be 
in the World Series; the umpires' collective bargaining agreement 
with the leagues does not allow an umpire to work both a league championship 
series and the World Series.",173.88,0.0031624790197916234,107,0.14077546496192214,0.0019240658576771977,0.767062628375035
"Joe Brinkman won't be here either, even 
though the agreement does allow for an umpire to work both a division 
series and the World Series.",123.28,0.002537572983828269,55,0.12231680254132177,0.001943491543945141,0.7439643962426822
"The three American League umpires who 
are on the six-man World Series crew did work in the first round of 
the playoffs.",33.120000000000005,0.0031363182468626045,59,0.07436082175872223,0.002061377167443454,0.391466289732374
"One of them, Richie Garcia, will be the crew chief and 
behind the plate in Saturday night's opener at Yankee Stadium.",46.92,0.0015027026856722307,58,-0.024257555806095305,0.0019356629260847329,0.7497865695394432
"Gene 
Budig, the AL president, Friday called Garcia, a 24-year veteran, 
one of the league's ``most respected umpires.''",43.24,0.0014550089763010988,69,-0.012523594624992841,0.0019666551341353576,0.7553859517170727
"But after Saturday 
night, Garcia will move to right field Sunday night for Game 2.",71.76,0.0014404781912469456,44,-0.035476548340681674,0.0020365713575231626,0.7310935778736241
"Now 
why does that combination sound familiar, Richie Garcia and right 
field?",35.88,0.0008316221704022366,41,-0.030414400910113708,0.0018479585360919454,0.717059480543673
"Ah yes, the last time Garcia worked a post-season series at 
Yankee Stadium, he was the umpire in Game 1 of the league championship 
series two years ago when a young fan from New Jersey _",278.76,0.004926245997774774,102,0.0057977569317909546,0.0021247443264888633,0.45848750451178655
"no name, please; 
he has been over-glorified enough _ reached over the fence and caught 
Derek Jeter's fly ball just as Tony Tarasco, Baltimore's right fielder, 
prepared to catch it.",62.56,0.001403598920325606,84,-0.05180057380103991,0.0019977113800353744,0.7629720159056066
"Garcia ruled no interference, that it was a 
home run, then said oops after watching a television replay clearly 
showing interference.",56.120000000000005,0.0030674065600313515,69,-0.023826715947746872,0.0019165282249177173,0.7433557029954647
Too late.,0.92,0.001896551724137931,4,-1.1044058507437297e-07,0.0015734419486018944,0.5298333031204286
"The call helped the Yankees win the 
first game and set the tone for the series.",186.76000000000002,0.0027330940215541844,34,0.007887461406127613,0.0021252437846800616,0.7188597850871904
"``Even though he made 
a mistake, you know you have the best out there,'' a baseball official, 
speaking on the condition of anonymity, said.",41.4,0.0014954256459492588,50,-0.020953715259055882,0.0017920112494094617,0.7293524592546582
"That knowledge comes 
as small consolation to the Orioles.",8.280000000000001,0.0011131588516572796,31,-0.00030358789177509086,0.0015478398246738807,0.6879781173330014
"Budig, too, acknowledged that 
umpires, like players and managers, aren't perfect.",11.96,0.0014503040668781863,42,0.005054328817825616,0.0017833304986033926,0.7035362054914814
"``Major league 
umpires are skilled at what they do, but they are human,'' he said 
in a telephone interview.",48.760000000000005,0.0012283620737223693,47,0.004202777479649148,0.001901622059740394,0.7275653134976953
"``Day in and day out they do a very good 
job for Major League Baseball.",34.04,0.0024455295848061715,32,-0.024919202096570163,0.002103263551088931,0.7294080587927886
"Rounds one and two have been difficult, 
but that happens from time to time.''",38.64,0.0010302876459965897,22,-0.02364648337777863,0.002031738636109762,0.6913823281417631
"The umpires were so human in 
the American League playoffs that it happened from time to time to 
time to time.",77.28,0.0014670631040375303,55,-0.02094378419098501,0.002099219794988656,0.7466016665595209
"The Cleveland Indians suffered the brunt of the fallibility 
of the umpires.",12.88,0.0013793608980917503,44,-0.0003423416888365968,0.0014536893210566769,0.7180573653715867
"``We had a highlight reel of umpires getting knocked 
down by baseballs,'' general manager John Hart said after the Indians' 
final game against the Yankees.",87.4,0.0016085554967358196,76,-0.018255810664828228,0.0020424433462354927,0.7591374967314218
"``The umpires didn't lose the game 
for us, but we had our share of controversies in two playoff series 
with umpires.''",167.44,0.002673335046594191,49,0.03101672778848931,0.0019431604653120675,0.644533393993695
"In the division series against Boston, Brinkman, the 
plate umpire, was so bad with his calls on pitches and plays at the 
plate that he immediately provoked disputes that led to his ejecting 
of Mike Hargrove, the Indians' manager, three pitches into Game 2, 
and Dwight Gooden, their starting pitcher, 19 pitches later.",196.88,0.0028410695226804518,164,-0.04468410158499017,0.0021061255968445897,0.779734746080015
"Hendry 
was right or wrong, depending on one's point of view, for his noncall 
of interference on Travis Fryman in the 12th inning of Game 2 of the 
ALCS.",57.96,0.0013161590356907849,74,-0.018673864506770655,0.0019421394779962201,0.7594642932355183
That ruling went in favor of the Indians.,5.5200000000000005,0.0007944419542623288,15,-0.003355250986823449,0.0015403877245431963,0.6652694917143523
Little else did.,0.0,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
"In 
Game 4, Jeter was stealing second in the fifth inning when the on-target 
throw from Sandy Alomar Jr. hit Jim McKean, who jumped to try to get 
out of the way but instead kicked the ball into right field.",123.28,0.0020098143907880416,79,-0.07913920027408582,0.0020543875442287965,0.76612761672274
"A batted 
ball, Omar Vizquel's line drive, struck Hendry in Game 6.",55.2,0.0026886107775413596,44,-0.12413743964438013,0.001966817403953991,0.7377466683138915
"But the 
worst call of Game 6 was Hendry's on a force play at second base. 
",60.720000000000006,0.0024395232442021944,32,-0.05169121349007487,0.002106305717959605,0.7181346586042414
"Hendry called Bernie Williams safe, ruling that Vizquel's foot came 
off the base before he caught the ball.",49.68,0.002689410048875396,56,-0.07906593987074713,0.002012578363964848,0.5084296589583155
"Members of the Yankees indicated 
Friday that they, too, thought the call was wrong.",16.560000000000002,0.002129355629681953,33,-0.032887628940320233,0.0020560023258318987,0.7020181378067806
"``I don't know,'' 
",1.84,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
"Williams said when asked what he thought, ``but I'll take it.",2.7600000000000002,0.0025128805365003085,16,-0.059870070361497114,0.0019146107432126398,0.6545627461084114
"It was 
a big play.''",28.52,0.0012538829812773866,7,-0.015604164903715707,0.0020327061632011536,0.6128870704750984
But did he think he was out?,13.8,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
"``I'd rather not comment 
about that,'' he said.",0.92,0.001896551724137931,7,-8.020992072981004e-06,0.0012489335387389946,0.5298333049587375
``It will stir a lot of controversy.,15.64,0.0013204214002340243,18,0.003822015382673706,0.0015590258617623372,0.6583404451772312
"I don't 
want to get into that.''",6.44,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
"When a player believes he was safe, he says 
so and doesn't worry about any subsequent controversy.",23.0,0.0010469986306112756,43,-0.003171694498979381,0.0019231193324915719,0.7189696931748809
"If Williams 
was implying that he thought he was out, another member of the Yankees 
said he had no doubt that Williams was out.",12.88,0.0038847044100088785,43,-0.06391972842209558,0.001973178703805366,0.7215927629376134
"``I wasn't sure at first,'' 
this uniformed member of the team said, ``but when I saw it was Hendry, 
I said uh-oh.",47.84,0.0008481127294375895,30,-0.005211083586628413,0.0016020218477377556,0.7223876086157137
"I also thought Omar is so smooth you'd think he wouldn't 
come off the bag.",18.400000000000002,0.0009303332697932549,18,-0.016557088331559732,0.0017757422647293152,0.6881425802350296
Then I saw the replay.,2.7600000000000002,0.0010494685737939785,6,-0.001354313688472155,0.0010685151799878245,0.5326037946327581
He was out.'',1.84,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
"The game today 
is faster than it used to be, this observer said.",67.16,0.0006035379492061326,21,-0.016056680190246735,0.0019847553609947137,0.6911527981141854
"The umpires have 
to be sharper.",8.280000000000001,0.0010659152497929899,13,0.008277305074124417,0.0010961524320529086,0.6143156705433584
"Maybe Garcia, Dale Scott and Tim Tschida from the American 
League, and Jerry Crawford, Dana DeMuth and Mark Hirschbeck from the 
National League, will be as sharp as an 18th century French guillotine 
in these four to seven games.",20.240000000000002,0.0010658657356717844,126,-0.009536439560656125,0.001937565703322935,0.774131034348454
"Leonard Coleman, the NL president, said 
he thought his umpires were first-rate in the division and league 
series and added that he has ``three splendid umpires'' working the 
World Series.",128.8,0.0024115908107858815,98,0.08197363822924776,0.002106513470693186,0.7674277437664446
"Budig said: ``The World Series crew is proven and first-rate. 
",3.68,0.0015375275362755952,35,0.0846053376836226,0.002009440263335298,0.7128851679668341
We have total confidence in them.'',2.7600000000000002,0.001896551724137931,15,4.570842873149493e-06,0.0015547282921694486,0.6200865525251501
"The umpires should let the players 
make the errors and the managers the bad decisions.",39.56,0.002234236893012783,39,-0.017802656559798218,0.0020279098865764876,0.7215860616835819
"Then everyone 
will talk about the players and managers and not the umpires. 
 
",13.8,0.002493354094580302,23,-0.005955565535285336,0.0018383611585433416,0.6814612859268117
"As Bernie Williams starts what could be his final series with the 
Yankees in Game 1 of the World Series at Yankee Stadium Saturday night, 
he wants to do it with a free mind.",127.88000000000001,0.004661579391875677,87,0.039237471426738134,0.002115976545657901,0.7586202828471564
"Free of worrying about his extremely 
uncertain future and an undisclosed personal matter that has made 
this post-season as perplexing as it has been pleasing.",21.16,0.00213558735880521,91,-0.03392715189872653,0.0019873738737961268,0.7587890799463824
"But it is 
not easy to keep the mind uncluttered.",11.040000000000001,0.0009941812889416974,17,-0.004820418563056156,0.0017940146904248011,0.6641483541851865
"Williams does not know if he 
will sign with the Yankees and return to center field next season, 
because he wants to test free agency.",92.92,0.003076164798591993,56,-0.0650507060725102,0.0021107673907958518,0.7433222185709412
"There is a good chance the Yankees 
will not offer him the most lavish contract, so Williams might be 
forced to decide between the fattest paycheck and a new situation 
in the baseball city of his choice or a pretty fat paycheck and a 
familiar situation in the Bronx.",90.16000000000001,0.0011359522572380858,131,-0.03511874184959178,0.0020836846620288824,0.7738244038940092
"Scott Boras, Williams' agent, compared 
his client with players in the $10 million-a-year bracket last season, 
so that price tag has surely escalated after Williams won the American 
League batting title with a .339 average while drilling 26 homers 
and knocking in 97 runs.",70.84,0.0018678830110822249,162,-0.0507227075502558,0.002122641004205721,0.779815847016287
"Williams was asked if he agreed with the 
theory that other teams will outbid the Yankees.",4.6000000000000005,0.0019539754198117,38,-0.039974438521562676,0.0019335182472806647,0.7288492182413729
"``I do not know,'' 
said Williams, who has been aloof during this post-season, but has 
declined to discuss why.",9.200000000000001,0.002226785496277169,38,-0.05843655388850025,0.0020167781233976813,0.5325981875593956
"``And I'm thinking about this a little more 
than I would like to.",11.040000000000001,0.0010146378351736118,5,-0.025789356281520893,0.0018059831606484988,0.5094327401622558
"I would like to keep my focus on the series.'' 
",91.08,0.0017255923060022138,11,0.09473761800468997,0.0017195846351537572,0.6181653049996503
"It is not an issue Williams or the Yankees wants to study Saturday 
or in the coming days, because the team is four victories away from 
a championship.",54.28,0.00255891090136032,64,-0.02559813992452325,0.0021048763042770284,0.6756466622319044
"Still, it is an issue that hovers over the Yankees 
as ominously as the owner George Steinbrenner hovers over general 
manager Brian Cashman.",23.92,0.0014575150479020991,80,-0.009751732939006092,0.0016980822234566402,0.7550668420289642
"``It's a tough thing,'' Cashman said about 
balancing the excitement of being in the World Series with the reality 
of trying to re-sign Williams.",30.360000000000003,0.002297893038176459,67,0.04488687427214908,0.0021148387959507918,0.7467895546695769
"``You know the ugliness of the future 
is right in front of you.''",22.080000000000002,0.00083611281067818,19,-0.001938868984034399,0.0017132703707377045,0.5940225247787313
"Although Williams has been adamant about 
not discussing the future, he relented slightly Friday.",6.44,0.0014337934700032304,48,-0.025698652685100794,0.0018012754511174736,0.7143272891809823
"When a reporter 
asked him what the reasons would be for staying with the Yankees, 
Williams' answer included an escape clause.",12.88,0.0016872397260042095,60,-0.038229183463125274,0.0019870653461787186,0.74769683626801
"``Just the fact that I've 
been here my whole career,'' Williams said.",9.200000000000001,0.0015563568352647105,18,-0.044253487734904305,0.0019650645839885674,0.653561549638439
"``That has a lot to do 
with it.",13.8,0.0011116714970303208,3,0.004076903388911387,0.001772463207873885,0.4962663978153035
"The relationships that I've come to know during the years, 
I think it would be very hard, but not impossible, to start from scratch 
somewhere else.''",48.760000000000005,0.0014312588113314865,42,-0.02080059257171272,0.0020097742191171153,0.7152877386549661
"Williams continued: ``But I think the reality of 
the game in this day and age is things happen.",94.76,0.0024670035274216304,44,-0.03524275684095122,0.0020907576709231616,0.7336704610980026
"You can't really write 
things in stone that they're going to happen.",9.200000000000001,0.0006798429604547022,21,0.0033388002866033295,0.0018178933603285208,0.6919519291911445
People get traded.,0.0,0.0007972822329169795,11,-0.0029826240303877445,0.0017088514176361396,0.6168897042577486
"People 
become free agents and go to other teams.",11.040000000000001,0.0019119869633630424,19,-0.006076939988249365,0.0019727983446369154,0.44170123528873895
"I have to make a decision 
really thinking about all the people I'm accountable for.''",39.56,0.002325212434669863,34,-0.024145405843449097,0.0018554859033907505,0.705572988649249
"When Williams 
was asked what better situation could a player have than being the 
center fielder for the Yankees, winning a batting crown and being 
in the World Series, the 30-year-old was stumped.",44.160000000000004,0.0037306668490888558,83,-0.005365906003469621,0.0021602096305498785,0.7639159972195139
"``Wow, that's pretty 
good",18.400000000000002,0.0014698292396629416,13,-0.03437388844834635,0.0017200924885578464,0.5947305859592614
"right there,'' Williams said.",6.44,0.0020401468432576756,8,-0.0738407731752614,0.0015720039036083314,0.4706393073547391
"``It's funny you mention that, 
because I really haven't thought about any of that.",5.5200000000000005,0.000981646717079005,17,-0.014981519793748326,0.0016839785690238066,0.6598429564207902
"I think, at some 
point in the off season, I was going to sit down and think,",81.88000000000001,0.0014688954182145342,14,-0.028062357333748303,0.0019998683363219023,0.6635624824758265
"wow, it 
wasn't a bad year at all.''",50.6,0.0018911143051576894,10,-0.03758648473,0.0018533217514539852,0.6571799775098662
"While Cashman would not discuss financial 
matters, another Yankee official said the team will not offer Williams 
as much as $12 million a year _ unless Steinbrenner gets generous 
after a possible championship.",87.4,0.0026107114902063997,105,-0.0333563692803568,0.002021803638168274,0.47448600366459764
"It is more likely that the Yanks would 
offer Williams in the $10 million-a-year range.",13.8,0.0021150623270845713,38,-0.044682001257593966,0.00195620768551308,0.7070689474306624
"``I'd hate to have 
to speculate on something at this point,'' Cashman said.",23.92,0.0009645113724436959,25,-0.0004810772037842243,0.0015942133138378215,0.6907070309634591
"``We'll give 
it our best effort to sign him at a level that we're comfortable with. 
",26.68,0.0011671901141515298,30,-0.0022194452290823868,0.0019555369892364396,0.6912271437520968
"Hopefully, that will be enough.",0.92,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
Then we'll have a marriage.,3.68,0.001896551724137931,8,-2.1104638155224623e-06,0.0011341506433432886,0.5317545093290653
"If not, 
we'll have a divorce.''",3.68,0.001896551724137931,7,6.322866981269214e-07,0.0009049095202988205,0.5317545097412318
"While Williams has earned the right to become 
a free agent and pursue the contract he wants in the city he wants, 
he has interesting choices to make.",60.720000000000006,0.0013365938133987015,60,-0.032414325382627535,0.0020161431624926606,0.7418106197205168
"When a reporter asked Williams 
how he would respond to someone who suggested that he accept less 
from the Yankees to remain in a city where he is popular, where he 
likes his teammates and manager, and where the team has been in the 
post-season for four straight years, he did not hesitate to answer. 
",84.64,0.0021288795113466588,122,-0.05801029180577283,0.0021521975015063623,0.6698664592542345
"``My response to that would be it's not the time right now to start 
thinking about that,'' Williams said.",47.84,0.0028758966875565254,30,-0.059430568087118545,0.0021174492705959627,0.7016478304233527
"``If I start thinking about 
that, it'll distract me to what I need to do in the World Series.'' 
",27.6,0.0031871430390259,29,0.09011073439726747,0.0020418269817515425,0.7010533334105784
"Williams then talked about how the Yankees are at the end of a remarkable 
season and how he did not want his situation to disrupt that.",65.32000000000001,0.0021783222596311953,53,-0.056768345214001634,0.002103286192842804,0.7181302111136204
"But, 
with Williams' status uncertain, he was asked if the next four to 
seven games would be bittersweet, since he could be ending a 13-year 
association with the Yankees.",21.16,0.0015772663218674254,68,-0.05181578189418369,0.0021215347031470415,0.7494535550566638
"``I don't want to talk about that,'' 
Williams said.",13.8,0.0023421404597456664,12,-0.057730563900962054,0.0018649242955221588,0.5971912085095857
``I'm going to have a lot of fun out there.,19.32,0.0020599473590992862,6,0.0035193396942178653,0.0017148870239304186,0.6021744152783893
"I'm going 
to go all out.''",6.44,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
"Then Williams walked away from the interview. 
 
",3.68,0.0019457666549853975,21,-0.05066934536034095,0.0019023157265197778,0.6491003912221377
Talk about high expectations.,5.5200000000000005,0.0012905175083846553,19,-0.01833302349685363,0.0018039220502034322,0.6617892850798479
"It's not just the man from Tampa who 
has them anymore.",6.44,0.0006837063411209084,15,0.0004293533989596863,0.0019180912398956344,0.42871177490571627
"Knowing their baseball as well as they do, everybody 
in the Joe Torre family passed up tickets for the divisional series 
and the league championship series as just so much parsley on the 
plate of life.",247.48000000000002,0.0029473526094812527,92,0.06263987970689149,0.002075923766213659,0.7636486400231401
"``The pressure was on to get to the World Series, so 
I can see all those people,'' Torre, the Yankees' manager, was saying 
before New York went out to play the here-we-are, let's-go-for-it 
San Diego Padres in the Stadium Saturday night.",66.24000000000001,0.0026140961885782335,109,0.04180729807461086,0.0021474689084761784,0.7573492349257193
"Now that the Yankees 
are in the Series, their Florida-based owner and their fans and they 
themselves can see nothing more appropriate than four more victories. 
",13.8,0.001984506274900718,40,0.028031371533909128,0.0020668219820669824,0.7295662427721749
Anything less than 125 would feel like emptiness.,15.64,0.0010000103541107778,16,-0.010978252011763837,0.001390697866029541,0.6661667735002114
"But why should the 
Yankees be any different from the six teams that already fell off 
the bus to this World Series?",11.040000000000001,0.003494445925753198,28,0.08348739189997594,0.002014982412744056,0.7143505346239466
"The gloom and doom in the six other 
cities will not compare to the letdown that would grip New York and 
the owner's insatiable little heart should the Yanks come up short. 
",30.360000000000003,0.0006441753129187122,65,0.0006942730547244384,0.001862554276690089,0.7573214964401873
"The three-tiered playoff system has practically turned baseball into 
football, where the survival-of-the-fittest mentality produces one 
exalted Super Bowl champion and a league full of chumps and losers, 
condemned to a nether world of Parcells-like demons kicking them in 
their sore spots for eternity.",129.72,0.0006824320338709484,187,0.010097803375672823,0.002082007223983972,0.7759499641724985
"The World Series used to be a short 
and sweet reward for excellence, but that was when there were eight 
teams per league, and the winners met in daylight in early October. 
",56.120000000000005,0.002911815250274137,78,0.05977109696688487,0.0020045605527597063,0.6905891618517859
"Even if the Yankees clubbed my poor Brooklyn Dodgers into submission 
once again, well, there was always next year.",35.88,0.000727968762105829,43,-0.023072086330534303,0.0019642893265608406,0.72900720872231
"But in 1969, baseball 
began league championship series, and in 1995 it began a two-layered 
playoff system.",154.56,0.0019238444141975058,74,0.03496412039893311,0.0020080289571608122,0.46801655691249283
"The World Series is still different, which is why 
we should all resist the babble of ``post-season records'' flung at 
us by the hyperactive computers and the hyperactive broadcasters from 
the dozens of different networks that carry baseball.",44.160000000000004,0.0019184180829891573,111,0.02629207328745447,0.0020141179023578527,0.7620090192028868
"The World Series 
is still a competition between one league that encourages pitchers 
to be athletes and another league relatively devoid of strategy.",71.76,0.0019418328966875544,71,0.06880642575812333,0.001931875921489345,0.49324384731723225
"Somehow 
the ``playoffs'' leave just about everybody feeling inadequate.",13.8,0.0020437103083665036,26,-0.031013743055111728,0.0018592878002554932,0.5245696570209447
"Think 
about it.",0.92,0.001896551724137931,0,0.0,0.00027978987311973603,0.26666666666666666
"The Houston Astros are going around feeling they cannot 
perform in the post-season.",4.6000000000000005,0.0012702043894731046,38,-0.030695824987083828,0.0020768549684752973,0.722671688586995
"The Texas Rangers are sulking because 
they had the best hitting in the league and could hardly touch Yankee 
pitching when it counted.",37.72,0.0011052423583909183,48,-0.04303940045631882,0.002018983236441583,0.7432450600941808
"In Chicago, the glory of winning a special 
playoff for the wild-card spot and Sammy Sosa's 66 home runs has been 
pre-empted.",39.56,0.0007819401840940896,70,-0.01695813227801918,0.00206090948661331,0.7642250158412522
